Loja;Cliente;Chave;Série;Documento;Emissão;Situação;Produto;Unid.;Qtde Unid.;Qtde;Valor unit.;Frete;Outros;Seguro;Desconto;CFOP;IPI;ICMS base;ICMS valor;ICMS ST base;ICMS ST valor;Valor do item;Valor
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,39;22,19;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;8,74;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;6812 - QUEIJO MINAS LACFREE VERDE CAMPO KG;KG;1,00;0,42;65,84;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;27,39;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;6812 - QUEIJO MINAS LACFREE VERDE CAMPO KG;KG;1,00;0,45;65,84;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;29,36;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;6812 - QUEIJO MINAS LACFREE VERDE CAMPO KG;KG;1,00;0,45;65,84;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;29,50;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,17;14,93;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;2,54;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;8771 - CASTANHA DE CAJU CANELA CARAMELIZADA KG;KG;1,00;0,21;46,00;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;9,47;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;10406 - MILHO ESPANHOL T/S MOSTARDA/MEL KG;KG;1,00;0,15;45,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;6,61;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;10406 - MILHO ESPANHOL T/S MOSTARDA/MEL KG;KG;1,00;0,15;45,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;6,98;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11279 - AMENDOIM JAPONES PIMENTA KG;KG;1,00;0,19;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;4,28;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11279 - AMENDOIM JAPONES PIMENTA KG;KG;1,00;0,21;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;4,59;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11280 - AMENDOIM JAPONES CEBOLA/SALSA KG;KG;1,00;0,16;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;3,52;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11280 - AMENDOIM JAPONES CEBOLA/SALSA KG;KG;1,00;0,17;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;3,79;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11280 - AMENDOIM JAPONES CEBOLA/SALSA KG;KG;1,00;0,22;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;4,95;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11281 - AMENDOIM JAPONES TRAD. KG;KG;1,00;0,22;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;4,82;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;11281 - AMENDOIM JAPONES TRAD. KG;KG;1,00;0,22;22,30;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;4,95;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;2,61;29,90;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;78,04;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018041002148247;200;000001804;29/12/2023;Efetivada;15938 - QUEIJO MUSSARELA BOM JARDIM KG;KG;1,00;0,31;27,89;0,00;0,00;0,00;0,00;5927;0,00;45,48;8,19;0,00;0,00;8,70;246,22
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,20;35,38;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,08;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,22;35,38;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,85;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;620 - PEITO DE PERU SADIA DEF. KG;KG;1,00;0,33;35,38;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;11,53;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,13;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;2,84;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,14;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;3,06;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,18;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;4,08;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,19;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;4,13;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,19;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;4,26;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,26;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;5,68;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,42;22,19;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;9,36;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;4671 - QUEIJO PRATO LIRA KG;KG;1,00;0,34;27,49;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;9,24;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,07;14,93;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;1,10;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,11;14,93;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;1,58;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,11;14,93;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;1,70;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,12;14,93;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;1,76;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;7227 - MORTADELA SADIA DEF. KG;KG;1,00;0,25;14,93;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;3,70;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;7841 - SALAME ITALIANO FRIMESA KG;KG;1,00;0,12;58,41;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;6,89;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;9765 - QUEIJO MINAS F. COROADO KG;KG;1,00;0,25;26,85;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;6,71;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;11983 - PEITO DE PERU PERDIGAO DEF. KG;KG;1,00;0,16;31,69;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;5,01;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;11983 - PEITO DE PERU PERDIGAO DEF. KG;KG;1,00;0,25;31,69;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,92;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,09;30,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;2,72;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,12;30,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;3,65;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,24;30,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,42;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,26;30,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,91;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,36;30,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;11,06;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,53;30,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;16,31;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,28;29,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;8,49;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,33;29,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;9,87;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,34;29,90;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;10,11;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,19;25,50;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;4,79;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,20;25,50;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;5,05;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,20;25,50;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;5,20;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,28;25,50;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,09;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,79;25,50;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;20,04;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15938 - QUEIJO MUSSARELA BOM JARDIM KG;KG;1,00;0,26;27,89;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;7,36;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018051002148252;200;000001805;29/12/2023;Efetivada;15938 - QUEIJO MUSSARELA BOM JARDIM KG;KG;1,00;0,57;27,89;0,00;0,00;0,00;0,00;5927;0,00;3,84;0,69;0,00;0,00;15,90;252,58
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,13;22,19;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;2,97;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,20;22,19;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,39;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,21;22,19;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,66;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,21;22,19;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,75;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;621 - PRESUNTO SADIA COZ. KG;KG;1,00;0,89;22,19;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;19,66;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;637 - MORTADELA PERDIGAO OURO KG;KG;1,00;0,09;18,44;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;1,70;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;637 - MORTADELA PERDIGAO OURO KG;KG;1,00;0,11;18,44;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;2,06;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;637 - MORTADELA PERDIGAO OURO KG;KG;1,00;0,18;18,44;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;3,36;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;637 - MORTADELA PERDIGAO OURO KG;KG;1,00;0,31;18,44;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;5,68;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;10406 - MILHO ESPANHOL T/S MOSTARDA/MEL KG;KG;1,00;0,12;45,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;5,44;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;10406 - MILHO ESPANHOL T/S MOSTARDA/MEL KG;KG;1,00;0,13;45,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;5,98;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;10406 - MILHO ESPANHOL T/S MOSTARDA/MEL KG;KG;1,00;0,14;45,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;6,52;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11279 - AMENDOIM JAPONES PIMENTA KG;KG;1,00;0,17;22,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;3,88;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11279 - AMENDOIM JAPONES PIMENTA KG;KG;1,00;0,21;22,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,59;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11279 - AMENDOIM JAPONES PIMENTA KG;KG;1,00;0,22;22,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,99;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11280 - AMENDOIM JAPONES CEBOLA/SALSA KG;KG;1,00;0,19;22,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,24;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11281 - AMENDOIM JAPONES TRAD. KG;KG;1,00;0,18;22,30;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;4,10;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11983 - PEITO DE PERU PERDIGAO DEF. KG;KG;1,00;0,04;31,69;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;1,39;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;11983 - PEITO DE PERU PERDIGAO DEF. KG;KG;1,00;0,21;31,69;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;6,53;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,12;30,90;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;3,58;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,21;30,90;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;6,43;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;14012 - QUEIJO PRATO BASEL LANCHE KG;KG;1,00;0,39;30,90;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;12,11;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;14273 - QUEIJO MUSSARELA BASEL KG;KG;1,00;0,24;29,90;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;7,23;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,24;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;6,07;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,26;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;6,53;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,28;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;7,09;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,28;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;7,14;193,55
000001 - MERCADELI SUPERMERCADO LTDA;615 - MERCADELI SUPERMERCADO LTDA;33231223549577000152552000000018061002148268;200;000001806;29/12/2023;Efetivada;15886 - QUEIJO MUSSARELA GRAN FILATA KG;KG;1,00;0,31;25,50;0,00;0,00;0,00;0,00;5927;0,00;44,73;8,06;0,00;0,00;7,90;193,55
